job_id,skill_name,in_taxonomy,district,industry,job_title,experience_required,salary_offered,posted_date,job_type
JOB_00011,Recruitment,False,Raigad,Telecommunications,HR Coordinator,Fresher,31635,2026-06-19,Part-time
JOB_00011,Communication,False,Raigad,Telecommunications,HR Coordinator,Fresher,31635,2026-06-19,Part-time
JOB_00011,Employee Relations,False,Raigad,Telecommunications,HR Coordinator,Fresher,31635,2026-06-19,Part-time
JOB_00012,Coordination,False,Bhiwandi,Media & Entertainment,Logistics Coordinator,0-2 years,26276,2026-08-21,Contract
JOB_00012,Communication,False,Bhiwandi,Media & Entertainment,Logistics Coordinator,0-2 years,26276,2026-08-21,Contract
JOB_00012,Documentation,False,Bhiwandi,Media & Entertainment,Logistics Coordinator,0-2 years,26276,2026-08-21,Contract
JOB_00013,SQL,True,Nanded,Banking & Finance,Data Analyst,0-2 years,56148,2026-06-26,Contract
JOB_00013,Pandas,False,Nanded,Banking & Finance,Data Analyst,0-2 years,56148,2026-06-26,Contract
JOB_00013,Tableau,True,Nanded,Banking & Finance,Data Analyst,0-2 years,56148,2026-06-26,Contract
JOB_00013,NumPy,False,Nanded,Banking & Finance,Data Analyst,0-2 years,56148,2026-06-26,Contract
JOB_00013,Statistics,False,Nanded,Banking & Finance,Data Analyst,0-2 years,56148,2026-06-26,Contract
JOB_00013,Excel,False,Nanded,Banking & Finance,Data Analyst,0-2 years,56148,2026-06-26,Contract
JOB_00014,Inventory Management,False,Ahmednagar,Media & Entertainment,Pharmacy Assistant,8+ years,429690,2026-06-30,Full-time
JOB_00014,Customer Service,False,Ahmednagar,Media & Entertainment,Pharmacy Assistant,8+ years,429690,2026-06-30,Full-time
JOB_00014,Pharmacy Software,False,Ahmednagar,Media & Entertainment,Pharmacy Assistant,8+ years,429690,2026-06-30,Full-time
JOB_00015,Risk Assessment,True,Akola,Automotive,Cybersecurity Analyst,Fresher,16929,2026-08-06,Full-time
JOB_00015,Penetration Testing,True,Akola,Automotive,Cybersecurity Analyst,Fresher,16929,2026-08-06,Full-time
JOB_00015,Network Security,True,Akola,Automotive,Cybersecurity Analyst,Fresher,16929,2026-08-06,Full-time
JOB_00015,Firewall,False,Akola,Automotive,Cybersecurity Analyst,Fresher,16929,2026-08-06,Full-time
JOB_00016,SEM,True,Kolhapur,Construction,Digital Marketing Executive,8+ years,447974,2026-07-14,Full-time
JOB_00016,Content Marketing,True,Kolhapur,Construction,Digital Marketing Executive,8+ years,447974,2026-07-14,Full-time
JOB_00016,Email Marketing,True,Kolhapur,Construction,Digital Marketing Executive,8+ years,447974,2026-07-14,Full-time
JOB_00016,Google Analytics,True,Kolhapur,Construction,Digital Marketing Executive,8+ years,447974,2026-07-14,Full-time
JOB_00016,Social Media Marketing,True,Kolhapur,Construction,Digital Marketing Executive,8+ years,447974,2026-07-14,Full-time
JOB_00016,SEO,True,Kolhapur,Construction,Digital Marketing Executive,8+ years,447974,2026-07-14,Full-time
JOB_00017,Equipment Maintenance,False,Latur,Retail,Technician,5-8 years,188946,2026-08-22,Part-time
JOB_00017,Safety,False,Latur,Retail,Technician,5-8 years,188946,2026-08-22,Part-time
JOB_00017,Mechanical Systems,False,Latur,Retail,Technician,5-8 years,188946,2026-08-22,Part-time
JOB_00017,Troubleshooting,False,Latur,Retail,Technician,5-8 years,188946,2026-08-22,Part-time
JOB_00018,Troubleshooting,False,Aurangabad,E-commerce,Electrician,5-8 years,244264,2026-08-23,Full-time
JOB_00018,Circuit Design,True,Aurangabad,E-commerce,Electrician,5-8 years,244264,2026-08-23,Full-time
JOB_00018,Electrical Wiring,False,Aurangabad,E-commerce,Electrician,5-8 years,244264,2026-08-23,Full-time
JOB_00018,Equipment Maintenance,False,Aurangabad,E-commerce,Electrician,5-8 years,244264,2026-08-23,Full-time
JOB_00019,Curriculum Design,False,Solapur,Logistics,Training Coordinator,0-2 years,49836,2026-09-04,Contract
JOB_00019,Assessment,False,Solapur,Logistics,Training Coordinator,0-2 years,49836,2026-09-04,Contract
JOB_00019,Training Delivery,False,Solapur,Logistics,Training Coordinator,0-2 years,49836,2026-09-04,Contract
JOB_00019,Communication,False,Solapur,Logistics,Training Coordinator,0-2 years,49836,2026-09-04,Contract
JOB_00020,SQL,True,Osmanabad,E-commerce,Full Stack Developer,5-8 years,242133,2026-08-28,Full-time
JOB_00020,React,True,Osmanabad,E-commerce,Full Stack Developer,5-8 years,242133,2026-08-28,Full-time
JOB_00020,JavaScript,True,Osmanabad,E-commerce,Full Stack Developer,5-8 years,242133,2026-08-28,Full-time
JOB_00020,REST API,True,Osmanabad,E-commerce,Full Stack Developer,5-8 years,242133,2026-08-28,Full-time
JOB_00021,Maintenance,False,Jalna,E-commerce,Fitter,5-8 years,117962,2026-06-20,Part-time
JOB_00021,Mechanical Fitting,False,Jalna,E-commerce,Fitter,5-8 years,117962,2026-06-20,Part-time
JOB_00021,Assembly,False,Jalna,E-commerce,Fitter,5-8 years,117962,2026-06-20,Part-time
JOB_00022,Networking,False,Kolhapur,Automotive,Cloud Engineer,8+ years,496341,2026-06-30,Contract
JOB_00022,Linux,True,Kolhapur,Automotive,Cloud Engineer,8+ years,496341,2026-06-30,Contract
JOB_00022,Kubernetes,True,Kolhapur,Automotive,Cloud Engineer,8+ years,496341,2026-06-30,Contract
JOB_00023,Electrical Systems,False,Kolhapur,Retail,Technician,2-5 years,59508,2026-09-03,Full-time
JOB_00023,Mechanical Systems,False,Kolhapur,Retail,Technician,2-5 years,59508,2026-09-03,Full-time
JOB_00023,Troubleshooting,False,Kolhapur,Retail,Technician,2-5 years,59508,2026-09-03,Full-time
JOB_00024,Electrical Wiring,False,Jalna,E-commerce,Electrician,0-2 years,35338,2026-07-10,Contract
JOB_00024,Circuit Design,True,Jalna,E-commerce,Electrician,0-2 years,35338,2026-07-10,Contract
JOB_00024,Troubleshooting,False,Jalna,E-commerce,Electrician,0-2 years,35338,2026-07-10,Contract
JOB_00024,Safety Standards,False,Jalna,E-commerce,Electrician,0-2 years,35338,2026-07-10,Contract
JOB_00025,Patient Care,True,Mumbai,Media & Entertainment,Nurse,8+ years,490048,2026-08-16,Contract
JOB_00025,Medical Procedures,False,Mumbai,Media & Entertainment,Nurse,8+ years,490048,2026-08-16,Contract
JOB_00025,Vital Signs,False,Mumbai,Media & Entertainment,Nurse,8+ years,490048,2026-08-16,Contract
JOB_00025,Emergency Care,True,Mumbai,Media & Entertainment,Nurse,8+ years,490048,2026-08-16,Contract
JOB_00025,Medication Administration,False,Mumbai,Media & Entertainment,Nurse,8+ years,490048,2026-08-16,Contract
JOB_00026,Power BI,True,Amravati,Telecommunications,Business Analyst,2-5 years,50464,2026-07-24,Contract
JOB_00026,SQL,True,Amravati,Telecommunications,Business Analyst,2-5 years,50464,2026-07-24,Contract
JOB_00026,Agile,False,Amravati,Telecommunications,Business Analyst,2-5 years,50464,2026-07-24,Contract
JOB_00026,Process Mapping,False,Amravati,Telecommunications,Business Analyst,2-5 years,50464,2026-07-24,Contract
JOB_00026,Excel,False,Amravati,Telecommunications,Business Analyst,2-5 years,50464,2026-07-24,Contract
JOB_00026,Requirements Gathering,True,Amravati,Telecommunications,Business Analyst,2-5 years,50464,2026-07-24,Contract
JOB_00027,Inventory Management,False,Bhiwandi,Telecommunications,Warehouse Supervisor,5-8 years,139073,2026-06-27,Contract
JOB_00027,WMS,False,Bhiwandi,Telecommunications,Warehouse Supervisor,5-8 years,139073,2026-06-27,Contract
JOB_00027,Logistics,False,Bhiwandi,Telecommunications,Warehouse Supervisor,5-8 years,139073,2026-06-27,Contract
JOB_00028,Safety Standards,False,Ahmednagar,IT Services,Electrician,0-2 years,41353,2026-06-11,Contract
JOB_00028,Electrical Wiring,False,Ahmednagar,IT Services,Electrician,0-2 years,41353,2026-06-11,Contract
JOB_00028,Circuit Design,True,Ahmednagar,IT Services,Electrician,0-2 years,41353,2026-06-11,Contract
JOB_00028,Troubleshooting,False,Ahmednagar,IT Services,Electrician,0-2 years,41353,2026-06-11,Contract
JOB_00029,Classroom Management,False,Satara,Media & Entertainment,Teacher,5-8 years,106497,2026-08-13,Internship
JOB_00029,Curriculum Development,False,Satara,Media & Entertainment,Teacher,5-8 years,106497,2026-08-13,Internship
JOB_00029,Assessment,False,Satara,Media & Entertainment,Teacher,5-8 years,106497,2026-08-13,Internship
JOB_00030,Pharmacy Software,False,Sangli,FMCG,Pharmacy Assistant,0-2 years,39577,2026-08-10,Contract
JOB_00030,Medication Dispensing,False,Sangli,FMCG,Pharmacy Assistant,0-2 years,39577,2026-08-10,Contract
JOB_00030,Customer Service,False,Sangli,FMCG,Pharmacy Assistant,0-2 years,39577,2026-08-10,Contract
JOB_00031,Quality Control,True,Kolhapur,Construction,Medical Lab Technician,0-2 years,29549,2026-07-31,Internship
JOB_00031,Equipment Operation,False,Kolhapur,Construction,Medical Lab Technician,0-2 years,29549,2026-07-31,Internship
JOB_00031,Sample Collection,False,Kolhapur,Construction,Medical Lab Technician,0-2 years,29549,2026-07-31,Internship
JOB_00032,Sample Collection,False,Akola,Banking & Finance,Medical Lab Technician,8+ years,427836,2026-07-22,Internship
JOB_00032,Equipment Operation,False,Akola,Banking & Finance,Medical Lab Technician,8+ years,427836,2026-07-22,Internship
JOB_00032,Lab Testing,False,Akola,Banking & Finance,Medical Lab Technician,8+ years,427836,2026-07-22,Internship
JOB_00032,Quality Control,True,Akola,Banking & Finance,Medical Lab Technician,8+ years,427836,2026-07-22,Internship
JOB_00033,Agile,False,Dhule,Education,Quality Analyst,Fresher,32036,2026-06-28,Contract
JOB_00033,SQL,True,Dhule,Education,Quality Analyst,Fresher,32036,2026-06-28,Contract
JOB_00033,Testing,False,Dhule,Education,Quality Analyst,Fresher,32036,2026-06-28,Contract
JOB_00034,Email Marketing,True,Satara,Construction,Digital Marketing Executive,2-5 years,103528,2026-07-25,Contract
JOB_00034,Google Analytics,True,Satara,Construction,Digital Marketing Executive,2-5 years,103528,2026-07-25,Contract
JOB_00034,Content Marketing,True,Satara,Construction,Digital Marketing Executive,2-5 years,103528,2026-07-25,Contract
JOB_00035,CI/CD,True,Ahmednagar,Construction,DevOps Engineer,0-2 years,44914,2026-07-30,Internship
JOB_00035,AWS,True,Ahmednagar,Construction,DevOps Engineer,0-2 years,44914,2026-07-30,Internship
JOB_00035,Ansible,False,Ahmednagar,Construction,DevOps Engineer,0-2 years,44914,2026-07-30,Internship
JOB_00035,Jenkins,False,Ahmednagar,Construction,DevOps Engineer,0-2 years,44914,2026-07-30,Internship
JOB_00036,MIG Welding,False,Chandrapur,Logistics,Welder,2-5 years,87196,2026-07-01,Contract
JOB_00036,Safety Standards,False,Chandrapur,Logistics,Welder,2-5 years,87196,2026-07-01,Contract
JOB_00036,TIG Welding,False,Chandrapur,Logistics,Welder,2-5 years,87196,2026-07-01,Contract
JOB_00036,Arc Welding,False,Chandrapur,Logistics,Welder,2-5 years,87196,2026-07-01,Contract
JOB_00036,Blueprint Reading,True,Chandrapur,Logistics,Welder,2-5 years,87196,2026-07-01,Contract
JOB_00037,Sample Collection,False,Yavatmal,Healthcare,Medical Lab Technician,0-2 years,41046,2026-07-06,Full-time
JOB_00037,Lab Testing,False,Yavatmal,Healthcare,Medical Lab Technician,0-2 years,41046,2026-07-06,Full-time
JOB_00037,Quality Control,True,Yavatmal,Healthcare,Medical Lab Technician,0-2 years,41046,2026-07-06,Full-time
JOB_00038,Excel,False,Amravati,Logistics,Accountant,8+ years,292215,2026-06-07,Internship
JOB_00038,QuickBooks,False,Amravati,Logistics,Accountant,8+ years,292215,2026-06-07,Internship
JOB_00038,Tally,False,Amravati,Logistics,Accountant,8+ years,292215,2026-06-07,Internship
JOB_00038,Taxation,False,Amravati,Logistics,Accountant,8+ years,292215,2026-06-07,Internship
JOB_00038,Financial Reporting,False,Amravati,Logistics,Accountant,8+ years,292215,2026-06-07,Internship
JOB_00038,Accounting,False,Amravati,Logistics,Accountant,8+ years,292215,2026-06-07,Internship
JOB_00039,Equipment Maintenance,False,Nashik,E-commerce,Electrician,0-2 years,54223,2026-08-15,Internship
JOB_00039,Safety Standards,False,Nashik,E-commerce,Electrician,0-2 years,54223,2026-08-15,Internship
JOB_00039,Circuit Design,True,Nashik,E-commerce,Electrician,0-2 years,54223,2026-08-15,Internship
JOB_00039,Troubleshooting,False,Nashik,E-commerce,Electrician,0-2 years,54223,2026-08-15,Internship
JOB_00040,Tracking Systems,False,Beed,FMCG,Logistics Coordinator,0-2 years,43725,2026-08-05,Contract
JOB_00040,Documentation,False,Beed,FMCG,Logistics Coordinator,0-2 years,43725,2026-08-05,Contract
JOB_00040,Coordination,False,Beed,FMCG,Logistics Coordinator,0-2 years,43725,2026-08-05,Contract
JOB_00040,Communication,False,Beed,FMCG,Logistics Coordinator,0-2 years,43725,2026-08-05,Contract
JOB_00040,Transportation Management,False,Beed,FMCG,Logistics Coordinator,0-2 years,43725,2026-08-05,Contract
JOB_00041,Assessment,False,Nagpur,E-commerce,Teacher,8+ years,312172,2026-08-27,Internship
JOB_00041,Classroom Management,False,Nagpur,E-commerce,Teacher,8+ years,312172,2026-08-27,Internship
JOB_00041,Communication,False,Nagpur,E-commerce,Teacher,8+ years,312172,2026-08-27,Internship
JOB_00042,Troubleshooting,False,Ahmednagar,Healthcare,Electrician,5-8 years,225037,2026-09-04,Contract
JOB_00042,Electrical Wiring,False,Ahmednagar,Healthcare,Electrician,5-8 years,225037,2026-09-04,Contract
JOB_00042,Safety Standards,False,Ahmednagar,Healthcare,Electrician,5-8 years,225037,2026-09-04,Contract
JOB_00042,Circuit Design,True,Ahmednagar,Healthcare,Electrician,5-8 years,225037,2026-09-04,Contract
JOB_00043,Inventory Management,False,Bhiwandi,Logistics,Pharmacy Assistant,5-8 years,107608,2026-07-17,Internship
JOB_00043,Customer Service,False,Bhiwandi,Logistics,Pharmacy Assistant,5-8 years,107608,2026-07-17,Internship
JOB_00043,Pharmacy Software,False,Bhiwandi,Logistics,Pharmacy Assistant,5-8 years,107608,2026-07-17,Internship
JOB_00044,User Research,False,Aurangabad,Media & Entertainment,UI/UX Designer,5-8 years,135572,2026-07-07,Full-time
JOB_00044,HTML/CSS,True,Aurangabad,Media & Entertainment,UI/UX Designer,5-8 years,135572,2026-07-07,Full-time
JOB_00044,Figma,True,Aurangabad,Media & Entertainment,UI/UX Designer,5-8 years,135572,2026-07-07,Full-time
JOB_00044,Wireframing,False,Aurangabad,Media & Entertainment,UI/UX Designer,5-8 years,135572,2026-07-07,Full-time
JOB_00044,Sketch,False,Aurangabad,Media & Entertainment,UI/UX Designer,5-8 years,135572,2026-07-07,Full-time
JOB_00044,Adobe XD,False,Aurangabad,Media & Entertainment,UI/UX Designer,5-8 years,135572,2026-07-07,Full-time
JOB_00045,Research,False,Amravati,Manufacturing,Content Writer,2-5 years,111644,2026-09-02,Full-time
JOB_00045,Copywriting,False,Amravati,Manufacturing,Content Writer,2-5 years,111644,2026-09-02,Full-time
JOB_00045,WordPress,False,Amravati,Manufacturing,Content Writer,2-5 years,111644,2026-09-02,Full-time
JOB_00045,SEO,True,Amravati,Manufacturing,Content Writer,2-5 years,111644,2026-09-02,Full-time
JOB_00045,Content Writing,False,Amravati,Manufacturing,Content Writer,2-5 years,111644,2026-09-02,Full-time
JOB_00046,Penetration Testing,True,Beed,FMCG,Cybersecurity Analyst,Fresher,19993,2026-08-05,Internship
JOB_00046,Compliance,False,Beed,FMCG,Cybersecurity Analyst,Fresher,19993,2026-08-05,Internship
JOB_00046,Network Security,True,Beed,FMCG,Cybersecurity Analyst,Fresher,19993,2026-08-05,Internship
JOB_00047,Linux,True,Amravati,Pharmaceuticals,Cloud Engineer,8+ years,285860,2026-07-27,Full-time
JOB_00047,Azure,True,Amravati,Pharmaceuticals,Cloud Engineer,8+ years,285860,2026-07-27,Full-time
JOB_00047,Kubernetes,True,Amravati,Pharmaceuticals,Cloud Engineer,8+ years,285860,2026-07-27,Full-time
JOB_00047,Terraform,True,Amravati,Pharmaceuticals,Cloud Engineer,8+ years,285860,2026-07-27,Full-time
JOB_00047,AWS,True,Amravati,Pharmaceuticals,Cloud Engineer,8+ years,285860,2026-07-27,Full-time
JOB_00048,Blueprint Reading,True,Dhule,Banking & Finance,Fitter,5-8 years,248355,2026-08-30,Internship
JOB_00048,Mechanical Fitting,False,Dhule,Banking & Finance,Fitter,5-8 years,248355,2026-08-30,Internship
JOB_00048,Precision Tools,False,Dhule,Banking & Finance,Fitter,5-8 years,248355,2026-08-30,Internship
JOB_00048,Maintenance,False,Dhule,Banking & Finance,Fitter,5-8 years,248355,2026-08-30,Internship
JOB_00048,Assembly,False,Dhule,Banking & Finance,Fitter,5-8 years,248355,2026-08-30,Internship
JOB_00049,Zendesk,False,Jalna,IT Services,Customer Support Specialist,Fresher,30064,2026-08-16,Part-time
JOB_00049,Communication,False,Jalna,IT Services,Customer Support Specialist,Fresher,30064,2026-08-16,Part-time
JOB_00049,Problem Solving,True,Jalna,IT Services,Customer Support Specialist,Fresher,30064,2026-08-16,Part-time
JOB_00049,CRM,False,Jalna,IT Services,Customer Support Specialist,Fresher,30064,2026-08-16,Part-time
JOB_00050,JIRA,False,Satara,Logistics,Quality Analyst,2-5 years,61359,2026-07-31,Part-time
JOB_00050,Agile,False,Satara,Logistics,Quality Analyst,2-5 years,61359,2026-07-31,Part-time
JOB_00050,Bug Tracking,False,Satara,Logistics,Quality Analyst,2-5 years,61359,2026-07-31,Part-time
JOB_00050,Manual Testing,False,Satara,Logistics,Quality Analyst,2-5 years,61359,2026-07-31,Part-time
JOB_00050,Selenium,False,Satara,Logistics,Quality Analyst,2-5 years,61359,2026-07-31,Part-time
JOB_00050,Testing,False,Satara,Logistics,Quality Analyst,2-5 years,61359,2026-07-31,Part-time
JOB_00051,Assembly,False,Yavatmal,Manufacturing,Fitter,8+ years,455616,2026-08-08,Contract
JOB_00051,Precision Tools,False,Yavatmal,Manufacturing,Fitter,8+ years,455616,2026-08-08,Contract
JOB_00051,Mechanical Fitting,False,Yavatmal,Manufacturing,Fitter,8+ years,455616,2026-08-08,Contract
JOB_00052,SQL,True,Osmanabad,Telecommunications,Machine Learning Engineer,8+ years,326540,2026-07-14,Part-time
JOB_00052,TensorFlow,False,Osmanabad,Telecommunications,Machine Learning Engineer,8+ years,326540,2026-07-14,Part-time
JOB_00052,Python,True,Osmanabad,Telecommunications,Machine Learning Engineer,8+ years,326540,2026-07-14,Part-time
JOB_00053,SAP,False,Chandrapur,Banking & Finance,Supply Chain Analyst,5-8 years,224062,2026-06-26,Contract
JOB_00053,Inventory Management,False,Chandrapur,Banking & Finance,Supply Chain Analyst,5-8 years,224062,2026-06-26,Contract
JOB_00053,Forecasting,False,Chandrapur,Banking & Finance,Supply Chain Analyst,5-8 years,224062,2026-06-26,Contract
JOB_00053,Data Analysis,True,Chandrapur,Banking & Finance,Supply Chain Analyst,5-8 years,224062,2026-06-26,Contract
JOB_00053,Logistics,False,Chandrapur,Banking & Finance,Supply Chain Analyst,5-8 years,224062,2026-06-26,Contract
JOB_00054,Logistics,False,Akola,Pharmaceuticals,Warehouse Supervisor,8+ years,263258,2026-08-11,Full-time
JOB_00054,WMS,False,Akola,Pharmaceuticals,Warehouse Supervisor,8+ years,263258,2026-08-11,Full-time
JOB_00054,Team Leadership,False,Akola,Pharmaceuticals,Warehouse Supervisor,8+ years,263258,2026-08-11,Full-time
JOB_00054,Inventory Management,False,Akola,Pharmaceuticals,Warehouse Supervisor,8+ years,263258,2026-08-11,Full-time
JOB_00055,Safety Standards,False,Amravati,Pharmaceuticals,Electrician,0-2 years,44414,2026-08-06,Part-time
JOB_00055,Equipment Maintenance,False,Amravati,Pharmaceuticals,Electrician,0-2 years,44414,2026-08-06,Part-time
JOB_00055,Electrical Wiring,False,Amravati,Pharmaceuticals,Electrician,0-2 years,44414,2026-08-06,Part-time
JOB_00055,Troubleshooting,False,Amravati,Pharmaceuticals,Electrician,0-2 years,44414,2026-08-06,Part-time
JOB_00056,Git,False,Aurangabad,IT Services,Software Developer,8+ years,457361,2026-08-22,Contract
JOB_00056,Agile,False,Aurangabad,IT Services,Software Developer,8+ years,457361,2026-08-22,Contract
JOB_00056,Java,True,Aurangabad,IT Services,Software Developer,8+ years,457361,2026-08-22,Contract
JOB_00057,Inventory Management,False,Akola,IT Services,Supply Chain Analyst,5-8 years,119420,2026-06-23,Part-time
JOB_00057,Excel,False,Akola,IT Services,Supply Chain Analyst,5-8 years,119420,2026-06-23,Part-time
JOB_00057,Data Analysis,True,Akola,IT Services,Supply Chain Analyst,5-8 years,119420,2026-06-23,Part-time
JOB_00057,SAP,False,Akola,IT Services,Supply Chain Analyst,5-8 years,119420,2026-06-23,Part-time
JOB_00057,Logistics,False,Akola,IT Services,Supply Chain Analyst,5-8 years,119420,2026-06-23,Part-time
JOB_00058,Emergency Care,True,Jalgaon,Healthcare,Nurse,8+ years,318325,2026-06-30,Internship
JOB_00058,Vital Signs,False,Jalgaon,Healthcare,Nurse,8+ years,318325,2026-06-30,Internship
JOB_00058,Medication Administration,False,Jalgaon,Healthcare,Nurse,8+ years,318325,2026-06-30,Internship
JOB_00059,React,True,Ahmednagar,Automotive,Full Stack Developer,8+ years,310637,2026-08-02,Part-time
JOB_00059,Git,False,Ahmednagar,Automotive,Full Stack Developer,8+ years,310637,2026-08-02,Part-time
JOB_00059,REST API,True,Ahmednagar,Automotive,Full Stack Developer,8+ years,310637,2026-08-02,Part-time
JOB_00060,Prototyping,False,Nagpur,IT Services,UI/UX Designer,8+ years,321360,2026-07-30,Internship
JOB_00060,Wireframing,False,Nagpur,IT Services,UI/UX Designer,8+ years,321360,2026-07-30,Internship
JOB_00060,User Research,False,Nagpur,IT Services,UI/UX Designer,8+ years,321360,2026-07-30,Internship
JOB_00060,HTML/CSS,True,Nagpur,IT Services,UI/UX Designer,8+ years,321360,2026-07-30,Internship
JOB_00060,Adobe XD,False,Nagpur,IT Services,UI/UX Designer,8+ years,321360,2026-07-30,Internship
JOB_00060,Figma,True,Nagpur,IT Services,UI/UX Designer,8+ years,321360,2026-07-30,Internship
JOB_00061,Safety,False,Sangli,Retail,Technician,0-2 years,34764,2026-08-01,Full-time
JOB_00061,Troubleshooting,False,Sangli,Retail,Technician,0-2 years,34764,2026-08-01,Full-time
JOB_00061,Electrical Systems,False,Sangli,Retail,Technician,0-2 years,34764,2026-08-01,Full-time
JOB_00062,Prototyping,False,Satara,Logistics,UI/UX Designer,2-5 years,102757,2026-08-01,Internship
JOB_00062,Wireframing,False,Satara,Logistics,UI/UX Designer,2-5 years,102757,2026-08-01,Internship
JOB_00062,Sketch,False,Satara,Logistics,UI/UX Designer,2-5 years,102757,2026-08-01,Internship
JOB_00063,Content Marketing,True,Pune,Pharmaceuticals,Digital Marketing Executive,8+ years,210876,2026-06-10,Full-time
JOB_00063,Google Analytics,True,Pune,Pharmaceuticals,Digital Marketing Executive,8+ years,210876,2026-06-10,Full-time
JOB_00063,SEO,True,Pune,Pharmaceuticals,Digital Marketing Executive,8+ years,210876,2026-06-10,Full-time
JOB_00063,Social Media Marketing,True,Pune,Pharmaceuticals,Digital Marketing Executive,8+ years,210876,2026-06-10,Full-time
JOB_00063,Email Marketing,True,Pune,Pharmaceuticals,Digital Marketing Executive,8+ years,210876,2026-06-10,Full-time
JOB_00064,SAP,False,Beed,Media & Entertainment,Supply Chain Analyst,8+ years,247837,2026-07-06,Internship
JOB_00064,Data Analysis,True,Beed,Media & Entertainment,Supply Chain Analyst,8+ years,247837,2026-07-06,Internship
