skill_name,district,posting_count,avg_salary,in_taxonomy,current_demand_score
Adobe XD,Ahmednagar,8,131740.75,False,16.3
Adobe XD,Akola,3,235412.66666666666,False,4.3
Adobe XD,Amravati,2,122545.5,False,3.2
Adobe XD,Aurangabad,5,125888.4,False,10.3
Adobe XD,Beed,5,66868.2,False,11.4
Adobe XD,Bhiwandi,5,269293.0,False,11.1
Adobe XD,Chandrapur,3,132672.33333333334,False,4.8
Adobe XD,Dhule,4,106478.5,False,9.1
Adobe XD,Jalgaon,3,127938.33333333333,False,5.3
Adobe XD,Jalna,3,144592.33333333334,False,4.3
Adobe XD,Kolhapur,1,47702.0,False,0.0
Adobe XD,Latur,4,161813.5,False,7.7
Adobe XD,Mumbai,5,189802.0,False,11.1
Adobe XD,Nagpur,10,123540.3,False,19.6
Adobe XD,Nanded,2,55221.5,False,2.2
Adobe XD,Nashik,5,78835.6,False,10.5
Adobe XD,Osmanabad,7,78517.14285714286,False,14.3
Adobe XD,Parbhani,5,63450.6,False,8.2
Adobe XD,Pune,3,75122.0,False,5.6
Adobe XD,Raigad,2,69560.5,False,2.9
Adobe XD,Sangli,3,119835.33333333333,False,6.2
Adobe XD,Satara,7,129123.57142857143,False,15.0
Adobe XD,Solapur,4,281561.5,False,7.1
Adobe XD,Yavatmal,5,188347.6,False,9.5
Agile,Ahmednagar,21,129547.71428571429,False,46.5
Agile,Akola,15,99264.46666666666,False,29.8
Agile,Amravati,20,146501.7,False,61.3
Agile,Aurangabad,17,163586.23529411765,False,41.0
Agile,Beed,17,189582.41176470587,False,45.7
Agile,Bhiwandi,17,156952.29411764705,False,44.4
Agile,Chandrapur,24,107798.45833333333,False,54.8
Agile,Dhule,18,78578.72222222222,False,51.5
Agile,Jalgaon,21,118699.90476190476,False,52.6
Agile,Jalna,22,119216.59090909091,False,45.7
Agile,Kolhapur,15,114386.06666666667,False,35.0
Agile,Latur,14,212413.7857142857,False,33.3
Agile,Mumbai,18,138167.66666666666,False,59.3
Agile,Nagpur,17,124723.35294117648,False,34.8
Agile,Nanded,16,173644.4375,False,33.3
Agile,Nashik,13,107570.76923076923,False,31.6
Agile,Osmanabad,17,121822.76470588235,False,38.1
Agile,Parbhani,22,111301.63636363637,False,42.9
Agile,Pune,18,116420.94444444444,False,47.2
Agile,Raigad,10,160407.4,False,25.7
Agile,Sangli,21,155227.42857142858,False,62.5
Agile,Satara,25,114798.24,False,60.0
Agile,Solapur,13,138460.61538461538,False,28.6
Agile,Yavatmal,20,109562.8,False,45.2
Ansible,Ahmednagar,4,96323.0,False,7.0
Ansible,Akola,6,138964.83333333334,False,10.6
Ansible,Amravati,4,147724.0,False,9.7
Ansible,Aurangabad,5,314266.8,False,10.3
Ansible,Beed,3,88994.33333333333,False,5.7
Ansible,Bhiwandi,3,157336.0,False,5.6
Ansible,Chandrapur,2,240313.0,False,2.4
Ansible,Dhule,3,113927.66666666667,False,6.1
Ansible,Jalgaon,3,77196.66666666667,False,5.3
Ansible,Jalna,2,70063.5,False,2.2
Ansible,Kolhapur,4,275810.0,False,7.5
Ansible,Mumbai,3,118340.66666666667,False,3.7
Ansible,Nagpur,1,189268.0,False,0.0
Ansible,Nanded,4,263193.5,False,6.7
Ansible,Nashik,3,89856.33333333333,False,5.3
Ansible,Osmanabad,5,79148.2,False,9.5
Ansible,Parbhani,5,157742.0,False,8.2
Ansible,Pune,2,22991.5,False,2.8
Ansible,Raigad,3,83103.0,False,5.7
Ansible,Sangli,5,158245.2,False,12.5
Ansible,Satara,3,203889.66666666666,False,5.0
Ansible,Solapur,6,54742.833333333336,False,11.9
Ansible,Yavatmal,5,74764.6,False,9.5
Arc Welding,Ahmednagar,4,82404.75,False,7.0
Arc Welding,Akola,3,128419.0,False,4.3
Arc Welding,Amravati,4,127474.5,False,9.7
Arc Welding,Aurangabad,9,184182.44444444444,False,20.5
Arc Welding,Beed,4,36127.0,False,8.6
Arc Welding,Bhiwandi,7,112998.57142857143,False,16.7
Arc Welding,Chandrapur,3,127916.0,False,4.8
Arc Welding,Dhule,7,127475.28571428571,False,18.2
Arc Welding,Jalgaon,6,236133.33333333334,False,13.2
Arc Welding,Jalna,9,151731.88888888888,False,17.4
Arc Welding,Kolhapur,7,206608.7142857143,False,15.0
Arc Welding,Latur,8,128883.375,False,17.9
Arc Welding,Mumbai,3,85360.66666666667,False,3.7
Arc Welding,Nagpur,8,328264.25,False,15.2
Arc Welding,Nanded,2,21373.0,False,2.2
Arc Welding,Nashik,10,168129.2,False,23.7
Arc Welding,Osmanabad,6,51349.666666666664,False,11.9
Arc Welding,Parbhani,5,200253.8,False,8.2
Arc Welding,Pune,10,188080.9,False,25.0
Arc Welding,Raigad,6,126262.66666666667,False,14.3
Arc Welding,Sangli,3,86965.66666666667,False,6.2
Arc Welding,Satara,4,359306.5,False,7.5
Arc Welding,Solapur,9,98349.11111111111,False,19.0
Arc Welding,Yavatmal,5,142796.4,False,9.5
Assembly,Ahmednagar,5,231174.0,False,9.3
Assembly,Akola,2,34164.0,False,2.1
Assembly,Amravati,5,155299.0,False,12.9
Assembly,Aurangabad,9,160590.11111111112,False,20.5
Assembly,Beed,4,128134.0,False,8.6
Assembly,Bhiwandi,6,130961.0,False,13.9
Assembly,Chandrapur,4,163210.0,False,7.1
Assembly,Dhule,4,252959.75,False,9.1
Assembly,Jalgaon,4,79835.0,False,7.9
Assembly,Jalna,5,223216.2,False,8.7
Assembly,Kolhapur,9,165402.77777777778,False,20.0
Assembly,Latur,3,43545.333333333336,False,5.1
Assembly,Mumbai,5,194122.6,False,11.1
Assembly,Nagpur,5,108399.6,False,8.7
Assembly,Nanded,7,153572.2857142857,False,13.3
Assembly,Nashik,10,100734.7,False,23.7
Assembly,Osmanabad,4,223632.75,False,7.1
Assembly,Parbhani,4,90841.25,False,6.1
Assembly,Pune,7,146861.42857142858,False,16.7
Assembly,Raigad,2,190338.0,False,2.9
Assembly,Sangli,8,129092.375,False,21.9
Assembly,Satara,1,249695.0,False,0.0
Assembly,Solapur,4,167568.5,False,7.1
Assembly,Yavatmal,5,199577.0,False,9.5
Assessment,Ahmednagar,15,139683.86666666667,False,32.6
Assessment,Akola,9,111753.33333333333,False,17.0
Assessment,Amravati,11,167432.72727272726,False,32.3
Assessment,Aurangabad,12,201975.25,False,28.2
Assessment,Beed,15,214239.6,False,40.0
Assessment,Bhiwandi,15,127317.73333333334,False,38.9
Assessment,Chandrapur,12,135501.83333333334,False,26.2
Assessment,Dhule,9,230983.11111111112,False,24.2
Assessment,Jalgaon,11,140573.0,False,26.3
Assessment,Jalna,11,127484.63636363637,False,21.7
Assessment,Kolhapur,6,142101.33333333334,False,12.5
Assessment,Latur,12,134715.66666666666,False,28.2
Assessment,Mumbai,6,169888.5,False,14.8
Assessment,Nagpur,12,162120.16666666666,False,23.9
Assessment,Nanded,13,144134.61538461538,False,26.7
Assessment,Nashik,13,118990.38461538461,False,31.6
Assessment,Osmanabad,3,202954.33333333334,False,4.8
Assessment,Parbhani,13,163404.6923076923,False,24.5
Assessment,Pune,6,69943.66666666667,False,13.9
Assessment,Raigad,6,130329.83333333333,False,14.3
Assessment,Sangli,8,103289.0,False,21.9
Assessment,Satara,15,123355.06666666667,False,35.0
Assessment,Solapur,13,153260.92307692306,False,28.6
Assessment,Yavatmal,11,127386.45454545454,False,23.8
Azure,Ahmednagar,3,215792.0,True,4.7
Azure,Akola,4,132399.0,True,6.4
Azure,Amravati,5,196519.0,True,12.9
Azure,Aurangabad,3,96107.0,True,5.1
Azure,Beed,6,130372.83333333333,True,14.3
Azure,Bhiwandi,7,229746.0,True,16.7
Azure,Chandrapur,5,91362.4,True,9.5
Azure,Dhule,2,195646.0,True,3.0
Azure,Jalgaon,2,58801.5,True,2.6
Azure,Jalna,5,164434.2,True,8.7
Azure,Kolhapur,3,68483.0,True,5.0
Azure,Latur,3,166100.33333333334,True,5.1
Azure,Mumbai,3,115682.33333333333,True,3.7
Azure,Nagpur,6,239110.16666666666,True,10.9
Azure,Nashik,11,95509.45454545454,True,26.3
Azure,Osmanabad,2,86830.0,True,2.4
Azure,Parbhani,5,88232.2,True,8.2
Azure,Pune,5,159012.2,True,11.1
Azure,Raigad,5,60766.6,True,11.4
Azure,Sangli,1,181858.0,True,0.0
Azure,Satara,2,54032.5,True,2.5
Azure,Solapur,6,89572.0,True,11.9
Azure,Yavatmal,2,56439.5,True,2.4
Blueprint Reading,Ahmednagar,9,192308.0,True,18.6
Blueprint Reading,Akola,8,105644.0,True,14.9
Blueprint Reading,Amravati,10,121358.7,True,29.0
Blueprint Reading,Aurangabad,20,177633.3,True,48.7
Blueprint Reading,Beed,9,80842.22222222222,True,22.9
Blueprint Reading,Bhiwandi,12,103235.5,True,30.6
Blueprint Reading,Chandrapur,8,142844.0,True,16.7
Blueprint Reading,Dhule,14,172467.7857142857,True,39.4
Blueprint Reading,Jalgaon,8,227787.25,True,18.4
Blueprint Reading,Jalna,12,188223.83333333334,True,23.9
Blueprint Reading,Kolhapur,15,182041.8,True,35.0
Blueprint Reading,Latur,8,149167.875,True,17.9
Blueprint Reading,Mumbai,5,167255.4,True,11.1
Blueprint Reading,Nagpur,13,200335.46153846153,True,26.1
Blueprint Reading,Nanded,10,95177.0,True,20.0
Blueprint Reading,Nashik,17,140196.82352941178,True,42.1
Blueprint Reading,Osmanabad,9,125232.55555555556,True,19.0
Blueprint Reading,Parbhani,11,155778.0909090909,True,20.4
Blueprint Reading,Pune,16,154166.0,True,41.7
Blueprint Reading,Raigad,9,169378.44444444444,True,22.9
Blueprint Reading,Sangli,10,137357.4,True,28.1
Blueprint Reading,Satara,6,359426.5,True,12.5
Blueprint Reading,Solapur,11,159929.45454545456,True,23.8
Blueprint Reading,Yavatmal,9,134481.0,True,19.0
Bug Tracking,Ahmednagar,4,233358.75,False,7.0
Bug Tracking,Akola,5,121836.4,False,8.5
Bug Tracking,Amravati,1,23057.0,False,0.0
Bug Tracking,Aurangabad,6,97434.83333333333,False,12.8
Bug Tracking,Beed,3,235767.33333333334,False,5.7
Bug Tracking,Bhiwandi,5,173158.2,False,11.1
Bug Tracking,Chandrapur,1,23498.0,False,0.0
Bug Tracking,Dhule,3,148699.0,False,6.1
Bug Tracking,Jalgaon,7,181252.14285714287,False,15.8
Bug Tracking,Jalna,3,46065.333333333336,False,4.3
Bug Tracking,Kolhapur,3,125172.66666666667,False,5.0
Bug Tracking,Latur,2,415800.0,False,2.6
Bug Tracking,Mumbai,4,125469.0,False,7.4
Bug Tracking,Nagpur,3,123124.0,False,4.3
Bug Tracking,Nanded,5,169505.8,False,8.9
Bug Tracking,Nashik,4,40150.0,False,7.9
Bug Tracking,Osmanabad,5,174314.6,False,9.5
Bug Tracking,Parbhani,5,85152.2,False,8.2
Bug Tracking,Pune,3,122180.33333333333,False,5.6
Bug Tracking,Sangli,2,155537.5,False,3.1
Bug Tracking,Satara,5,99544.0,False,10.0
Bug Tracking,Solapur,2,184573.5,False,2.4
Bug Tracking,Yavatmal,6,106866.33333333333,False,11.9
CI/CD,Ahmednagar,5,130466.0,True,9.3
CI/CD,Akola,5,131192.0,True,8.5
CI/CD,Amravati,3,93380.66666666667,True,6.5
CI/CD,Aurangabad,5,200086.4,True,10.3
CI/CD,Beed,2,73420.0,True,2.9
CI/CD,Bhiwandi,3,157336.0,True,5.6
CI/CD,Chandrapur,2,240313.0,True,2.4
CI/CD,Dhule,3,111059.66666666667,True,6.1
CI/CD,Jalgaon,5,67265.8,True,10.5
CI/CD,Jalna,5,205386.0,True,8.7
CI/CD,Kolhapur,4,134842.25,True,7.5
CI/CD,Mumbai,5,126631.2,True,11.1
CI/CD,Nagpur,2,97252.5,True,2.2
CI/CD,Nanded,1,22032.0,True,0.0
CI/CD,Nashik,4,86826.0,True,7.9
CI/CD,Osmanabad,6,82635.33333333333,True,11.9
CI/CD,Parbhani,7,101833.42857142857,True,12.2
CI/CD,Pune,1,20132.0,True,0.0
CI/CD,Raigad,2,42758.5,True,2.9
CI/CD,Sangli,6,171988.5,True,15.6
CI/CD,Satara,3,179866.0,True,5.0
CI/CD,Solapur,5,125098.4,True,9.5
CI/CD,Yavatmal,5,104871.6,True,9.5
CNC Operation,Ahmednagar,5,90117.6,True,9.3
CNC Operation,Akola,4,85518.5,True,6.4
CNC Operation,Amravati,7,107904.14285714286,True,19.4
CNC Operation,Aurangabad,5,58711.2,True,10.3
CNC Operation,Beed,7,172192.57142857142,True,17.1
CNC Operation,Bhiwandi,2,242677.5,True,2.8
CNC Operation,Chandrapur,7,136727.0,True,14.3
CNC Operation,Dhule,4,121040.5,True,9.1
CNC Operation,Jalgaon,5,30732.6,True,10.5
CNC Operation,Jalna,3,104951.0,True,4.3
CNC Operation,Kolhapur,6,173970.33333333334,True,12.5
CNC Operation,Latur,6,138855.83333333334,True,12.8
CNC Operation,Mumbai,5,189204.8,True,11.1
CNC Operation,Nagpur,8,71096.25,True,15.2
CNC Operation,Nanded,1,53324.0,True,0.0
CNC Operation,Nashik,6,193832.66666666666,True,13.2
CNC Operation,Osmanabad,3,90207.66666666667,True,4.8
CNC Operation,Parbhani,10,111440.5,True,18.4
CNC Operation,Pune,3,112391.66666666667,True,5.6
CNC Operation,Raigad,6,80624.0,True,14.3
CNC Operation,Sangli,3,135199.33333333334,True,6.2
CNC Operation,Satara,5,127397.2,True,10.0
CNC Operation,Solapur,4,185999.75,True,7.1
CNC Operation,Yavatmal,8,98536.125,True,16.7
CRM,Ahmednagar,10,109391.5,False,20.9
CRM,Akola,12,119920.75,False,23.4
CRM,Amravati,13,162171.53846153847,False,38.7
CRM,Aurangabad,12,96907.16666666667,False,28.2
CRM,Beed,7,68348.28571428571,False,17.1
CRM,Bhiwandi,11,198854.0909090909,False,27.8
CRM,Chandrapur,9,147206.33333333334,False,19.0
CRM,Dhule,9,94283.77777777778,False,24.2
CRM,Jalgaon,10,158900.3,False,23.7
CRM,Jalna,7,101933.71428571429,False,13.0
CRM,Kolhapur,11,113105.36363636363,False,25.0
CRM,Latur,9,105610.88888888889,False,20.5
CRM,Mumbai,4,135444.5,False,7.4
CRM,Nagpur,9,104876.33333333333,False,17.4
CRM,Nanded,10,118660.5,False,20.0
CRM,Nashik,7,201065.2857142857,False,15.8
CRM,Osmanabad,14,116873.35714285714,False,31.0
CRM,Parbhani,10,218412.6,False,18.4
CRM,Pune,10,92277.9,False,25.0
CRM,Raigad,8,82834.875,False,20.0
CRM,Sangli,7,146366.42857142858,False,18.7
CRM,Satara,7,91712.85714285714,False,15.0
CRM,Solapur,13,83814.0,False,28.6
CRM,Yavatmal,11,84080.09090909091,False,23.8
Cash Handling,Ahmednagar,4,198994.75,False,7.0
Cash Handling,Akola,6,239413.83333333334,False,10.6
Cash Handling,Amravati,6,67798.0,False,16.1
Cash Handling,Aurangabad,8,132157.75,False,17.9
Cash Handling,Beed,4,112778.5,False,8.6
Cash Handling,Bhiwandi,7,202077.0,False,16.7
Cash Handling,Chandrapur,3,116544.66666666667,False,4.8
Cash Handling,Dhule,4,28208.5,False,9.1
Cash Handling,Jalgaon,4,210436.75,False,7.9
Cash Handling,Jalna,4,226853.0,False,6.5
Cash Handling,Kolhapur,6,216547.5,False,12.5
Cash Handling,Latur,3,285765.3333333333,False,5.1
Cash Handling,Mumbai,7,115438.71428571429,False,18.5
Cash Handling,Nagpur,8,152944.75,False,15.2
Cash Handling,Nanded,4,135513.75,False,6.7
Cash Handling,Nashik,5,156882.6,False,10.5
Cash Handling,Osmanabad,6,95209.66666666667,False,11.9
Cash Handling,Parbhani,7,72178.42857142857,False,12.2
Cash Handling,Pune,4,131919.25,False,8.3
Cash Handling,Raigad,1,143757.0,False,0.0
Cash Handling,Sangli,2,46144.5,False,3.1
Cash Handling,Satara,2,172707.0,False,2.5
Cash Handling,Solapur,4,158786.0,False,7.1
Cash Handling,Yavatmal,3,103327.0,False,4.8
Circuit Design,Ahmednagar,5,92993.2,True,9.3
Circuit Design,Akola,8,109836.875,True,14.9
Circuit Design,Amravati,4,133833.25,True,9.7
Circuit Design,Aurangabad,8,179606.5,True,17.9
Circuit Design,Beed,7,71818.42857142857,True,17.1
Circuit Design,Bhiwandi,4,88095.5,True,8.3
Circuit Design,Chandrapur,5,159290.8,True,9.5
Circuit Design,Dhule,5,215466.8,True,12.1
Circuit Design,Jalgaon,4,127659.75,True,7.9
Circuit Design,Jalna,7,130254.0,True,13.0
Circuit Design,Kolhapur,6,160011.16666666666,True,12.5
Circuit Design,Latur,3,125502.0,True,5.1
Circuit Design,Mumbai,6,144866.5,True,14.8
Circuit Design,Nagpur,3,359443.3333333333,True,4.3
Circuit Design,Nanded,2,269812.5,True,2.2
Circuit Design,Nashik,7,165558.57142857142,True,15.8
Circuit Design,Osmanabad,6,180922.0,True,11.9
Circuit Design,Parbhani,4,110085.25,True,6.1
Circuit Design,Pune,5,160784.4,True,11.1
Circuit Design,Raigad,5,131243.6,True,11.4
Circuit Design,Sangli,4,172898.25,True,9.4
Circuit Design,Satara,3,211917.33333333334,True,5.0
Circuit Design,Solapur,5,81584.0,True,9.5
Circuit Design,Yavatmal,5,73209.6,True,9.5
Classroom Management,Ahmednagar,7,126386.14285714286,False,14.0
Classroom Management,Akola,5,78751.6,False,8.5
Classroom Management,Amravati,4,97171.0,False,9.7
Classroom Management,Aurangabad,6,254919.16666666666,False,12.8
Classroom Management,Beed,7,110805.14285714286,False,17.1
Classroom Management,Bhiwandi,5,130577.2,False,11.1
Classroom Management,Chandrapur,3,94185.33333333333,False,4.8
Classroom Management,Dhule,2,343893.0,False,3.0
Classroom Management,Jalgaon,4,146876.25,False,7.9
Classroom Management,Jalna,6,201262.33333333334,False,10.9
Classroom Management,Kolhapur,4,192746.5,False,7.5
Classroom Management,Latur,9,146293.77777777778,False,20.5
Classroom Management,Mumbai,2,211071.5,False,0.0
Classroom Management,Nagpur,6,219270.66666666666,False,10.9
Classroom Management,Nanded,6,192980.0,False,11.1
Classroom Management,Nashik,9,113353.11111111111,False,21.1
Classroom Management,Osmanabad,1,40848.0,False,0.0
Classroom Management,Parbhani,7,85715.0,False,12.2
Classroom Management,Pune,1,202443.0,False,0.0
Classroom Management,Raigad,4,117528.75,False,8.6
Classroom Management,Sangli,8,148909.25,False,21.9
Classroom Management,Satara,6,174777.0,False,12.5
Classroom Management,Solapur,6,176417.5,False,11.9
Classroom Management,Yavatmal,3,101559.0,False,4.8
Communication,Ahmednagar,44,129340.27272727272,False,100.0
Communication,Akola,48,118156.66666666667,False,100.0
Communication,Amravati,32,167354.96875,False,100.0
Communication,Aurangabad,40,155519.85,False,100.0
Communication,Beed,36,130808.19444444444,False,100.0
Communication,Bhiwandi,37,137429.64864864864,False,100.0
Communication,Chandrapur,43,150382.88372093023,False,100.0
Communication,Dhule,34,114131.44117647059,False,100.0
Communication,Jalgaon,39,127109.7435897436,False,100.0
Communication,Jalna,47,127125.12765957447,False,100.0
Communication,Kolhapur,41,115722.73170731707,False,100.0
Communication,Latur,40,114901.675,False,100.0
Communication,Mumbai,29,139332.41379310345,False,100.0
Communication,Nagpur,47,134904.40425531915,False,100.0
Communication,Nanded,46,132812.84782608695,False,100.0
Communication,Nashik,39,161969.97435897434,False,100.0
Communication,Osmanabad,43,144119.48837209304,False,100.0
Communication,Parbhani,50,134724.26,False,100.0
Communication,Pune,37,119659.72972972973,False,100.0
Communication,Raigad,36,107098.91666666667,False,100.0
Communication,Sangli,31,89631.58064516129,False,93.7
Communication,Satara,41,132496.60975609755,False,100.0
Communication,Solapur,43,142387.6976744186,False,100.0
Communication,Yavatmal,43,116666.69767441861,False,100.0
Compliance,Ahmednagar,10,169769.5,False,20.9
Compliance,Akola,7,167370.7142857143,False,12.8
Compliance,Amravati,8,131680.75,False,22.6
Compliance,Aurangabad,11,193225.0,False,25.6
Compliance,Beed,10,71795.1,False,25.7
Compliance,Bhiwandi,11,131586.36363636365,False,27.8
Compliance,Chandrapur,9,164552.44444444444,False,19.0
Compliance,Dhule,8,80091.125,False,21.2
Compliance,Jalgaon,10,182248.4,False,23.7
Compliance,Jalna,9,83294.0,False,17.4
Compliance,Kolhapur,9,110312.33333333333,False,20.0
Compliance,Latur,13,87079.38461538461,False,30.8
Compliance,Mumbai,7,189251.42857142858,False,18.5
Compliance,Nagpur,8,129762.75,False,15.2
Compliance,Nanded,8,143777.5,False,15.6
Compliance,Nashik,13,131488.0,False,31.6
Compliance,Osmanabad,19,111535.52631578948,False,42.9
Compliance,Parbhani,5,138746.0,False,8.2
Compliance,Pune,16,150791.5,False,41.7
Compliance,Raigad,15,86839.26666666666,False,40.0
Compliance,Sangli,14,96430.42857142857,False,40.6
Compliance,Satara,9,99228.33333333333,False,20.0
Compliance,Solapur,8,66361.375,False,16.7
Compliance,Yavatmal,6,90578.33333333333,False,11.9
Content Marketing,Ahmednagar,4,56547.5,True,7.0
Content Marketing,Akola,3,200105.66666666666,True,4.3
Content Marketing,Amravati,6,181911.33333333334,True,16.1
Content Marketing,Aurangabad,7,127203.42857142857,True,15.4
Content Marketing,Beed,6,164917.0,True,14.3
Content Marketing,Bhiwandi,5,135832.4,True,11.1
Content Marketing,Chandrapur,8,268148.25,True,16.7
Content Marketing,Dhule,9,139857.66666666666,True,24.2
Content Marketing,Jalgaon,6,97226.0,True,13.2
Content Marketing,Jalna,3,104686.0,True,4.3
Content Marketing,Kolhapur,3,165449.0,True,5.0
Content Marketing,Latur,6,111410.83333333333,True,12.8
Content Marketing,Mumbai,4,151780.25,True,7.4
Content Marketing,Nagpur,3,43526.333333333336,True,4.3
Content Marketing,Nanded,9,194736.33333333334,True,17.8
Content Marketing,Nashik,7,195894.7142857143,True,15.8
Content Marketing,Osmanabad,6,199871.16666666666,True,11.9
Content Marketing,Parbhani,3,264403.3333333333,True,4.1
Content Marketing,Pune,7,235711.57142857142,True,16.7
Content Marketing,Raigad,6,241803.5,True,14.3
Content Marketing,Sangli,5,104084.8,True,12.5
Content Marketing,Satara,10,126660.8,True,22.5
Content Marketing,Solapur,4,59377.75,True,7.1
Content Marketing,Yavatmal,6,172532.33333333334,True,11.9
Content Writing,Ahmednagar,6,287880.1666666667,False,11.6
Content Writing,Akola,8,186061.375,False,14.9
Content Writing,Amravati,4,126989.75,False,9.7
Content Writing,Aurangabad,5,41299.6,False,10.3
Content Writing,Beed,6,297340.5,False,14.3
Content Writing,Bhiwandi,3,63247.666666666664,False,5.6
Content Writing,Chandrapur,14,152695.64285714287,False,31.0
Content Writing,Dhule,6,215787.66666666666,False,15.2
Content Writing,Jalgaon,6,53173.833333333336,False,13.2
Content Writing,Jalna,4,138203.75,False,6.5
Content Writing,Kolhapur,7,184929.85714285713,False,15.0
Content Writing,Latur,3,57858.0,False,5.1
Content Writing,Mumbai,8,130609.125,False,22.2
Content Writing,Nagpur,2,36839.5,False,2.2
Content Writing,Nanded,3,114167.0,False,4.4
Content Writing,Nashik,5,61252.4,False,10.5
Content Writing,Osmanabad,7,190975.57142857142,False,14.3
Content Writing,Parbhani,3,102669.33333333333,False,4.1
Content Writing,Pune,8,226666.25,False,19.4
Content Writing,Raigad,7,168967.2857142857,False,17.1
Content Writing,Sangli,6,35220.333333333336,False,15.6
Content Writing,Satara,4,70729.75,False,7.5
Content Writing,Solapur,4,242667.0,False,7.1
Content Writing,Yavatmal,9,190606.33333333334,False,19.0
Coordination,Ahmednagar,9,102539.55555555556,False,18.6
Coordination,Akola,17,113088.23529411765,False,34.0
Coordination,Amravati,10,158467.1,False,29.0
Coordination,Aurangabad,4,141217.5,False,7.7
Coordination,Beed,10,119578.3,False,25.7
Coordination,Bhiwandi,9,145405.66666666666,False,22.2
Coordination,Chandrapur,17,135184.29411764705,False,38.1
Coordination,Dhule,10,85339.9,False,27.3
Coordination,Jalgaon,7,114039.14285714286,False,15.8
Coordination,Jalna,12,171855.08333333334,False,23.9
Coordination,Kolhapur,10,101782.4,False,22.5
Coordination,Latur,9,132676.11111111112,False,20.5
Coordination,Mumbai,7,138660.42857142858,False,18.5
Coordination,Nagpur,9,97620.33333333333,False,17.4
Coordination,Nanded,11,98160.0,False,22.2
Coordination,Nashik,9,150379.66666666666,False,21.1
Coordination,Osmanabad,13,124699.69230769231,False,28.6
Coordination,Parbhani,14,98970.07142857143,False,26.5
Coordination,Pune,9,120796.55555555556,False,22.2
Coordination,Raigad,10,114230.0,False,25.7
Coordination,Sangli,8,77202.5,False,21.9
Coordination,Satara,8,150375.875,False,17.5
Coordination,Solapur,8,140972.125,False,16.7
Coordination,Yavatmal,8,132512.5,False,16.7
Copywriting,Ahmednagar,9,224648.88888888888,False,18.6
Copywriting,Akola,7,220344.7142857143,False,12.8
Copywriting,Amravati,7,137554.14285714287,False,19.4
Copywriting,Aurangabad,4,44506.0,False,7.7
Copywriting,Beed,5,222070.6,False,11.4
Copywriting,Bhiwandi,4,76977.75,False,8.3
Copywriting,Chandrapur,11,112707.72727272728,False,23.8
Copywriting,Dhule,6,132797.0,False,15.2
Copywriting,Jalgaon,7,60760.71428571428,False,15.8
Copywriting,Jalna,5,116841.2,False,8.7
Copywriting,Kolhapur,5,228438.8,False,10.0
Copywriting,Latur,3,57858.0,False,5.1
Copywriting,Mumbai,6,139391.33333333334,False,14.8
Copywriting,Nagpur,1,25975.0,False,0.0
Copywriting,Nanded,4,155101.75,False,6.7
Copywriting,Nashik,4,60267.0,False,7.9
Copywriting,Osmanabad,7,190975.57142857142,False,14.3
